"Method";"Mean_RD";"Nb_itt";"Coverage_rate";"MC_CR";"CI_width";"P_025_CIW";"P_975_CIW";"MC_CIW";"Bias_Mean";"MC_bias";"Bias_relative_Mean";"MC_RelativeBias";"Emp_SE";"ModSE";"RE_SE";"MC_RESE";"Scenario";"k";"m";"icc";"nb_cov_indiv";"nb_cov_clus";"Prevalence";"Convergence_rate"
"CL_TMLE_both";-0,0102760859424622;1000;89,4;0,00973468027209934;0,36346505315029;0,252196290306844;0,443593166438537;0,00147624445550494;-0,0102760859424622;0,00328909986205459;NA;NA;0,104010470158381;0,087211175931378;-16,1515414759901;1,87586582573755;112;10;200;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";-0,00724811550211785;1000;91,3;0,00891240708226459;0,374150930873902;0,282387624650966;0,431274329853225;0,00115258097219585;-0,00724811550211785;0,00320329329443419;NA;NA;0,101297028239564;0,0894655398185724;-11,6799955799401;1,97589573721896;112;10;200;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";-0,00749495831196448;1000;94,4;0,00727076337120113;0,390249398086269;0,331190689626662;0,433214421343012;0,000797126375501492;-0,00749495831196448;0,00306842821713448;NA;NA;0,0970322200287464;0,0930690998921223;-4,08433418863344;2,14581951984479;112;10;200;0,2;3;2;"0.5/0.5";100
"CL_UN";0,0127894646198806;1000;96;0,00619677335393187;0,359992565036965;0,300374137998926;0,41591305694036;0,000913802617980133;0,0127894646198806;0,00271992577155286;NA;NA;0,0860116050469786;0,0891993634990769;3,70619575155839;2,32011178324085;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_TSP_Gauss";-0,0062540243175254;1000;96;0,00619677335393187;0,335312566134472;0,275608875544345;0,391859314555611;0,00094394612246689;-0,0062540243175254;0,00255149408716812;NA;NA;0,0806853275190345;0,0829935108438875;2,86072250782952;2,30119672944889;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_TSP_Bin";-0,00621058050113051;1000;95,9;0,00627048642451286;0,335285166982473;0,27448311630892;0,391456052930926;0,000945491108101266;-0,00621058050113051;0,00255201237409506;NA;NA;0,0807017171907408;0,082987850459976;2,83281861751699;2,30057249587666;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_GC_indv";-0,00348513299540275;1000;95,6;0,00648567652600714;0,339163752709139;0,282354495871725;0,392832990164135;0,000896884519259724;-0,00348513299540275;0,00259230522803248;NA;NA;0,081975889109448;0,0841320743195623;2,63026755005435;2,29604017704798;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_GC_both";-0,00357839714304066;1000;93,7;0,00768316341099159;0,338597343576542;0,273843968429913;0,408496086500206;0,00109600051194291;-0,00357839714304066;0,00272665304543856;NA;NA;0,0862243401262045;0,0841366239166279;-2,42126087195433;2,18303258798605;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_indv";-0,00525699303144402;1000;94,7;0,00708456067798138;0,355971858440477;0,278335152362564;0,429107759473875;0,00117823203282848;-0,00525699303144402;0,00274444316439936;NA;NA;0,0867869130838192;0,0884748432051387;1,94491319179579;2,28071505828452;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_both";-0,00526541728783309;1000;93,2;0,00796090447122687;0,349337130547244;0,266856731807181;0,443829961402416;0,00140357103062161;-0,00526541728783309;0,00285286579123466;NA;NA;0,0902155375907995;0,0870480714765797;-3,51099843641874;2,15866351757446;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_indv";-0,0090396797766382;1000;95;0,00689202437604511;0,329100392800846;0,273750254559716;0,383694799834046;0,000898393795512697;-0,0090396797766382;0,00261380109508019;NA;NA;0,0826556481109572;0,081585676314447;-1,29449326327207;2,20823538108029;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_both";-0,00885785708884172;1000;93,6;0,0077397674383666;0,324745214113429;0,261859523966675;0,393249406166656;0,0010648930983246;-0,00885785708884172;0,00274642080298565;NA;NA;0,0868494515070323;0,0806376531682444;-7,15237486362813;2,0771870171374;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";-0,0043618509602183;1000;93,9;0,00756828910652864;0,32774107555553;0,267758235524346;0,38618510562874;0,000931407535011637;-0,0043618509602183;0,00268608272560176;NA;NA;0,0849413939653464;0,0812738412114985;-4,3177449564157;2,14059989271438;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";-0,00444806903998003;1000;95,5;0,00655553201502365;0,334398688628244;0,277948528469196;0,38936981329696;0,00090067370759479;-0,00444806903998003;0,00263027012744088;NA;NA;0,0831764446421452;0,0828910291322737;-0,34314463800359;2,22951910428451;113;20;10;0,2;3;2;"0.5/0.5";100
"CL_UN";0,0182415523610167;1000;94,8;0,00702111102319284;0,291077121560667;0,264008993454966;0,312789865919585;0,000378106349265771;0,0182415523610167;0,00227996457322129;NA;NA;0,0720988103587303;0,0719529714392763;-0,202276457445449;2,23266292094736;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_TSP_Gauss";-0,00216788065379836;1000;95,5;0,00655553201502365;0,269642218710115;0,24282651674941;0,295059376955991;0,000424611815421232;-0,00216788065379836;0,00208164965363192;NA;NA;0,0658275419597747;0,0665590452593325;1,11124200870929;2,26204902055514;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_TSP_Bin";-0,00218144558468692;1000;95,5;0,00655553201502365;0,269600252213214;0,242572637661841;0,295052292892711;0,000425653422054821;-0,00218144558468692;0,00208124010006724;NA;NA;0,0658145907388922;0,0665491157956774;1,11605200083875;2,26215663598803;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_GC_indv";0,0014073576025309;1000;95,5;0,00655553201502365;0,279428567793637;0,246336022128852;0,303398012622566;0,000451661037503165;0,0014073576025309;0,00218458108108661;NA;NA;0,0690825194954667;0,0691635555660717;0,117303293505833;2,23981299528568;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_GC_both";0,00107772760284845;997;94,5837512537613;0,00716819793247027;0,275334432257879;0,229148923333294;0,317688743875951;0,000675213133926103;0,00107772760284845;0,0022481458649879;NA;NA;0,0709858954354412;0,0682649563833439;-3,83306998581417;2,15467562801414;114;20;150;0,2;3;2;"0.5/0.5";99,7
"CL_GC_indep_indv";0,00301384376745471;1000;94,8;0,00702111102319284;0,312694332185356;0,265742813361038;0,352655777929308;0,000683459845879828;0,00301384376745471;0,00242965927822032;NA;NA;0,0768325725733696;0,077480849218187;0,843752360625816;2,25606798228172;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_both";0,0025614206523638;1000;93;0,00806845710157772;0,304934231646528;0,249346348978174;0,361072805508514;0,000933446391711263;0,0025614206523638;0,00247645699996145;NA;NA;0,078312446473457;0,0757303501646272;-3,29717232075614;2,16343208145068;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_indv";-0,00564759710981322;1000;95,2;0,00675988165576884;0,267252484336456;0,242576514250105;0,288039226462825;0,000353877854364711;-0,00564759710981322;0,00213551682474836;NA;NA;0,0675309714781545;0,0660657996100806;-2,16962948407735;2,18864926817358;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_both";-0,0052633326306706;1000;94,1;0,00745110730026082;0,264761438525006;0,231139351400711;0,298587204977584;0,000529425880853525;-0,0052633326306706;0,00220400099997765;NA;NA;0,069696631252181;0,0655232354949854;-5,98794472877057;2,10322767574312;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";-0,00227744094484095;1000;94,5;0,00720936890441875;0,266216681815406;0,237922132787892;0,291174909118823;0,000430552298646358;-0,00227744094484095;0,00220094482098783;NA;NA;0,0695999863867311;0,065838036298888;-5,40510175812373;2,11626615346118;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";-0,00204655346209713;1000;95,2;0,00675988165576884;0,270570269870873;0,245011133879657;0,29153353824138;0,000360018059229931;-0,00204655346209713;0,00215893813461654;NA;NA;0,0682716183278346;0,0668865400971388;-2,02877603405383;2,19180047670833;114;20;150;0,2;3;2;"0.5/0.5";100
"CL_UN";0,0119662107078326;1000;95,5;0,00655553201502365;0,290274904986126;0,253418612201397;0,32764983025898;0,00059249944808232;0,0119662107078326;0,00232901731250443;NA;NA;0,0736499941747817;0,0726571982219385;-1,3479918959493;2,20703323489005;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_TSP_Gauss";-0,00716506203007897;1000;94,8;0,00702111102319284;0,27290052370671;0,232844663029127;0,309909290836088;0,000617855814458451;-0,00716506203007897;0,00220243992575633;NA;NA;0,0696472657508216;0,0682889361481074;-1,9502985337198;2,1935585513549;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_TSP_Bin";-0,00714686458502257;1000;94,7;0,00708456067798138;0,272883073434708;0,232881831295714;0,309996579975403;0,000618220962151641;-0,00714686458502257;0,00220239389155885;NA;NA;0,0696458100216785;0,0682847974310274;-1,95419163080652;2,19347145960107;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_GC_indv";-0,0039378649324651;1000;94,4;0,00727076337120113;0,273100304903077;0,239636716020437;0,306258251805593;0,000560931408818017;-0,0039378649324651;0,00222334332558739;NA;NA;0,0703082892938946;0,0683847614716784;-2,73584785170314;2,17598372955177;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_GC_both";-0,00381363292666026;1000;93,8;0,00762600813007697;0,272619978406033;0,233224479848674;0,313945035647424;0,000657578981461693;-0,00381363292666026;0,00228253980059553;NA;NA;0,0721802461986844;0,0683187738283386;-5,34976336838292;2,117506606372;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_indv";-0,00445194435499714;1000;93,8;0,00762600813007697;0,288760298890699;0,244843615283969;0,335241912295536;0,000729488601851603;-0,00445194435499714;0,00236217701414486;NA;NA;0,0746985960119353;0,0723838153991925;-3,09882746975984;2,16786550073674;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_both";-0,00456222474981631;1000;94;0,00750999334220744;0,284719084337878;0,235445510602709;0,339433012286963;0,000835462078414803;-0,00456222474981631;0,00242667636980368;NA;NA;0,0767382447268867;0,0714496904435663;-6,89168002492428;2,08301377862369;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_indv";-0,0102640865278558;1000;93,2;0,00796090447122687;0,268398780271145;0,230908861266369;0,302442728949981;0,000596397665295037;-0,0102640865278558;0,00224077865862717;NA;NA;0,0708596429355875;0,067207265914831;-5,15438247985046;2,12187681234882;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_both";-0,00988612050274367;1000;93;0,00806845710157772;0,266744588595746;0,22708422267942;0,311548708605715;0,000658771522470154;-0,00988612050274367;0,00229307168881397;NA;NA;0,0725132937470098;0,0668316127824467;-7,8353646220868;2,06189883897;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";-0,0056524026788372;1000;92,8;0,00817410545564467;0,262472067420744;0,224269306889759;0,298089067040922;0,000610875584644537;-0,0056524026788372;0,0022946942044268;NA;NA;0,0725646021957672;0,0671393133193803;-7,47649502956047;2,06992701876288;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";-0,00593585102731431;1000;93,3;0,00790638982089803;0,266884484578509;0,229565609597468;0,30151700277226;0,000589975472098624;-0,00593585102731431;0,00225156535798278;NA;NA;0,0712007483195796;0,0682500142952959;-4,14424580348444;2,14447560977863;115;30;10;0,2;3;2;"0.5/0.5";100
"CL_UN";0,0206002325754704;1000;94,1;0,00745110730026082;0,23562365830941;0,221056751666078;0,248026171976328;0,000215627735478464;0,0206002325754704;0,00188398534731977;NA;NA;0,0595768477591387;0,0588799881292628;-1,16968194204103;2,21101925415284;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_TSP_Gauss";-0,000811788813862366;1000;94,8;0,00702111102319284;0,219499406432132;0,202324666793113;0,233874501527149;0,000249879344865402;-0,000811788813862366;0,00173269547304888;NA;NA;0,0547926418629736;0,0548215319784809;0,0527262685736662;2,23836690596125;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_TSP_Bin";-0,000818026885951498;1000;94,7;0,00708456067798138;0,219482024210363;0,201963921045983;0,233877249508683;0,000250262686156242;-0,000818026885951498;0,00173256742234261;NA;NA;0,0547885925440955;0,054817305094577;0,0524060742359334;2,23835974392231;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_GC_indv";0,00365763200439277;1000;94,5;0,00720936890441875;0,226507157536464;0,209298828025646;0,241324490549238;0,000251060396294805;0,00365763200439277;0,00180968271024876;NA;NA;0,0572271920661262;0,0566333425488146;-1,03770514657675;2,21397193372292;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_GC_both";0,00346095042123753;999;93,8938938938939;0,00757561864675351;0,223835949453986;0,197566487822239;0,245586051578254;0,000373605761515069;0,00346095042123753;0,00183145681832233;NA;NA;0,057886784703436;0,056008850895712;-3,24414945025016;2,16569440141642;116;30;150;0,2;3;2;"0.5/0.5";99,9
"CL_GC_indep_indv";0,00372092066039888;1000;94,6;0,00714730718522718;0,253223426542671;0,227617189463912;0,278371169495529;0,000381737540442631;0,00372092066039888;0,00200292642566538;NA;NA;0,0633380949084254;0,0633461515498283;0,0127200564123964;2,23747270306948;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_both";0,00333677297095294;1000;93,6;0,0077397674383666;0,248572242559617;0,217076633981626;0,28064766621559;0,000508854794895004;0,00333677297095294;0,00201621483975585;NA;NA;0,0637583114585989;0,0622420276303185;-2,37817438008063;2,18398484679465;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_indv";-0,003896153291311;1000;94,5;0,00720936890441875;0,217304395152538;0,203734127887955;0,229947231761838;0,000206476993546072;-0,003896153291311;0,00175712175482533;NA;NA;0,0555650687148001;0,0543039592830476;-2,269608336535;2,1864117852936;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_both";-0,00386475290667348;1000;93,8;0,00762600813007697;0,2164793772792;0,197111772940645;0,234045318486131;0,000287899966110939;-0,00386475290667348;0,00178746434211804;NA;NA;0,0565245855742745;0,0541211596835667;-4,25200090595913;2,14206223779279;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";-0,000415285697952169;1000;93,3;0,00790638982089803;0,212690551509559;0,194837813535785;0,226309258945473;0,000244885103717696;-0,000415285697952169;0,00179898043192069;NA;NA;0,0568887563094285;0,0542947069578755;-4,55986300252972;2,13517463933928;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";-0,000173838470625148;1000;94,1;0,00745110730026082;0,215482093169207;0,202627513504318;0,227660387874948;0,000204815671229103;-0,000173838470625148;0,00177604518884886;NA;NA;0,0561634802414628;0,0549957331409625;-2,07919291233342;2,19067174696827;116;30;150;0,2;3;2;"0.5/0.5";100
"CL_UN";0,0176286850827965;1000;93,5;0,0077958322198467;0,210587989035562;0,195693816430449;0,226239281438879;0,000249696776259652;0,0176286850827965;0,00171557465085833;NA;NA;0,0542512339276046;0,0529261706451683;-2,44245740881129;2,18254496936823;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_TSP_Gauss";-0,00308217513034336;1000;94,1;0,00745110730026082;0,196964693523818;0,180874177353802;0,213553615849894;0,000270504321898883;-0,00308217513034336;0,0015887278533393;NA;NA;0,0502399859870213;0,0494936190837078;-1,48560332701183;2,20395163075614;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_TSP_Bin";-0,00308055636782477;1000;94,1;0,00745110730026082;0,196953938353443;0,180840440081218;0,213500094325956;0,000270603599447234;-0,00308055636782477;0,0015888660548513;NA;NA;0,0502443563025615;0,0494909557596081;-1,49947297247977;2,20364134112906;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_GC_indv";0,00103699654709741;1000;94,2;0,00739161687318817;0,201613863010339;0,186517331820477;0,21591600786212;0,00024178004806824;0,00103699654709741;0,00163155450701478;NA;NA;0,0515942836887987;0,0506816596453256;-1,7688472021005;2,19761484329017;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_GC_both";0,00108121775234756;1000;93,3;0,00790638982089803;0,200482472834943;0,182341720427034;0,220270510249935;0,000299093003082601;0,00108121775234756;0,0016483980568381;NA;NA;0,052126923502041;0,0504170434161395;-3,28022444262329;2,16380271537982;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_indv";0,00135739296016064;1000;94,9;0,00695693898205238;0,223558980147385;0,202556489505619;0,24383478410658;0,000340631808876392;0,00135739296016064;0,00173879812643792;NA;NA;0,0549856247077728;0,05622297806695;2,25032154450049;2,28753169020021;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_GC_indep_both";0,00132470760955391;1000;95;0,00689202437604511;0,219779114685986;0,195418230074671;0,244321664876178;0,000398091151996627;0,00132470760955391;0,001749790250053;NA;NA;0,0553332261772305;0,0552987948081194;-0,0622254863665184;2,23579599093149;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_TMLE_indv";-0,00660541253143972;1000;93,7;0,00768316341099159;0,194896275395716;0,1792883214819;0,2100074651409;0,000248324766057762;-0,00660541253143972;0,00160434666502874;NA;NA;0,0507338961798603;0,0489877540684408;-3,44176624091537;2,16018852006138;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_TMLE_both";-0,0062043723362605;1000;93,2;0,00796090447122687;0,194029789024569;0,175897661246029;0,213213703173784;0,000293896568082375;-0,0062043723362605;0,00162615892691153;NA;NA;0,0514236604645571;0,0487862740730831;-5,12874106519846;2,12244789580784;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";-0,00280399942425814;1000;93,4;0,00785136930732467;0,192115632412281;0,175124163308893;0,207048178097728;0,000265341341561489;-0,00280399942425814;0,00162979790570333;NA;NA;0,0515387350779484;0,0490566669174396;-4,81592758680415;2,12944602806667;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";-0,00291274326686711;1000;93,7;0,00768316341099159;0,19436920304462;0,179086362519136;0,209223568750115;0,000247500550016763;-0,00291274326686711;0,0016187092471833;NA;NA;0,0511880809067571;0,0496250341976869;-3,05353645102933;2,16887396387826;117;40;50;0,2;3;2;"0.5/0.5";100
"CL_UN";0,0207200020223435;1000;94;0,00750999334220744;0,465356638948838;0,255187023593706;0,715441950325309;0,00367309409227568;0,0207200020223435;0,00325007085446648;NA;NA;0,102776264570437;0,103993648726286;1,18449932086702;2,26384477206871;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_TSP_Gauss";-0,000426921066740498;1000;96,4;0,00589101010014412;0,419533725219666;0,212999832534886;0,681163050945335;0,00387323669323617;-0,000426921066740498;0,00283554821702099;NA;NA;0,0896679078101576;0,0893024256781474;-0,407595248886561;2,22820982614349;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_TSP_Bin";-0,000411161328845138;1000;96,3;0,00596917079668525;0,419293214918251;0,213090814253264;0,682068911916889;0,00386708042780992;-0,000411161328845138;0,00283302697653468;NA;NA;0,0895881791855;0,0892441131532967;-0,384052935701262;2,228735885738;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_GC_indv";0,00291435974803287;981;94,4954128440367;0,00728170760404864;0,43823186356828;0,230619835981304;0,642964003638646;0,00346145219618665;0,00291435974803287;0,00307221120000175;NA;NA;0,0962244797643786;0,0997786895785593;3,69366487912823;2,34233792925817;118;5;25;0,05;3;2;"0.5/0.5";98,1
"CL_GC_both";0,00526522330422229;898;91,9821826280624;0,00906236952465184;0,474174142336067;0,184672443722024;1,06279992161717;0,00764667566766872;0,00526522330422229;0,00348855107644592;NA;NA;0,104540182582817;0,116389681540013;11,3348749394122;2,63013117116711;118;5;25;0,05;3;2;"0.5/0.5";89,8
"CL_GC_indep_indv";0,0021191777196002;1000;94,7;0,00708456067798138;0,445622988198038;0,239237109762347;0,706331257206879;0,00393564589828642;0,0021191777196002;0,00307546580174456;NA;NA;0,0972547679946865;0,102260654083487;5,1471883507795;2,35254059205735;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_GC_indep_both";0,00270053578569255;998;90,8817635270541;0,00911231087654633;0,462703447521829;0,168354813134544;1,07886010449326;0,00767098457997529;0,00270053578569255;0,0033319831248648;NA;NA;0,105261138704153;0,115435430173756;9,66576230777674;2,45759316758879;118;5;25;0,05;3;2;"0.5/0.5";99,8
"CL_TMLE_indv";-0,000105855900438444;1000;92;0,00857904423581089;0,401352873329932;0,218220380718543;0,613031877250852;0,00313514115747152;-0,000105855900438444;0,00311322991208539;NA;NA;0,0984489740195559;0,0896365817488183;-8,95122814483279;2,03701915375687;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_TMLE_both";-0,000669882706113559;1000;82,2;0,0120961150788177;0,327562922613274;0,151062584148202;0,551791713732665;0,00337511736147779;-0,000669882706113559;0,00341656862467669;NA;NA;0,108041386362473;0,074695442822726;-30,8640463274631;1,5467681467044;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";0,00502508804502016;1000;87;0,0106348483769163;0,358886213663282;0,167762791976919;0,588312380971976;0,00350397014505459;0,00502508804502016;0,00335571759385352;NA;NA;0,10611710780877;0,08143654084916;-23,2578586707111;1,71695230318571;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";0,00570690685196225;1000;92,2;0,00848033018225116;0,40269094805152;0,213416818674228;0,621462109965685;0,00326980032648266;0,00570690685196225;0,0031635235073286;NA;NA;0,100039397146428;0,0901432443869897;-9,89225549305632;2,01597448711356;118;5;25;0,05;3;2;"0.5/0.5";100
"CL_UN";0,0207875754482339;1000;93,5;0,0077958322198467;0,337130150414544;0,214710033593408;0,432085553938599;0,00175164870714298;0,0207875754482339;0,00238620563320209;NA;NA;0,075458447664429;0,0740774761306508;-1,83010859157823;2,19626449584315;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_TSP_Gauss";0,000274816507051351;1000;95,2;0,00675988165576884;0,296304403516417;0,157842477395716;0,412532658087897;0,00211603290249696;0,000274816507051351;0,00207098721004484;NA;NA;0,0654903658881925;0,0620698318246523;-5,22295763224139;2,12036151248744;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_TSP_Bin";0,000273251507288626;1000;95,1;0,00682634602111555;0,295986648231028;0,156375188667939;0,412056236315799;0,00211976411121344;0,000273251507288626;0,00206990174367728;NA;NA;0,0654560404277423;0,0620118128170379;-5,26189422427183;2,11949047061945;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_GC_indv";0,000722941164505401;998;94,4889779559118;0,00722339524888972;0,326615309209146;0,203510980868327;0,42210415479113;0,00181093915580204;0,000722941164505401;0,00229019227405521;NA;NA;0,072349780171317;0,073289095385836;1,29829726129762;2,26852662815981;119;5;280;0,05;3;2;"0.5/0.5";99,8
"CL_GC_both";0,00212727758361237;991;89,1019172552977;0,00989878172365154;0,326776477949005;0,121745184812811;0,683783809401143;0,00472669953762341;0,00212727758361237;0,00258324737617317;NA;NA;0,0813210212887604;0,0793552394160782;-2,41731085213738;2,19345254009055;119;5;280;0,05;3;2;"0.5/0.5";99,1
"CL_GC_indep_indv";0,0031945279376041;1000;91,8;0,00867617427210864;0,345959139135231;0,169055361724458;0,499265331449552;0,00267155987155699;0,0031945279376041;0,00247457263750781;NA;NA;0,0782528577005488;0,0787113522132552;0,585914081835726;2,25035109195145;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_GC_indep_both";0,00302665528815523;999;87,5875875875876;0,0104319773814282;0,345223415936969;0,104971027475314;0,796601619451908;0,00727051561621589;0,00302665528815523;0,00273768024077645;NA;NA;0,0865297533085417;0,0916490497732317;5,91622681095136;2,3809457384671;119;5;280;0,05;3;2;"0.5/0.5";99,9
"CL_TMLE_indv";-0,00100403067341769;1000;92,6;0,00827792244467173;0,294501713135254;0,189684336054651;0,377141380452333;0,00154255197697581;-0,00100403067341769;0,0022594869593462;NA;NA;0,0714512513498225;0,064724561117661;-9,41437708239413;2,02658257184382;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_TMLE_both";0,00144347970588028;1000;80;0,0126491106406735;0,236653579858358;0,109563898141384;0,380960490385704;0,00227965453480249;0,00144347970588028;0,00256478655639721;NA;NA;0,0811056723039507;0,0536380985444848;-33,8664029027818;1,47955346189085;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_TMLE_APS_Balzer";0,00192375153157478;1000;85,8;0,0110379345894058;0,262050480610602;0,11292515178097;0,367863984945347;0,00201552074702834;0,00192375153157478;0,00250910575691112;NA;NA;0,0793448908207992;0,0584740106607411;-26,3040000990046;1,64873297551982;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_TMLE_APS_indv_Balzer";0,0014951392909128;1000;92,8;0,00817410545564467;0,297285242321422;0,193284511621415;0,382072141053507;0,00156717598355684;0,0014951392909128;0,00227597852721574;NA;NA;0,0719727605163725;0,0653475936283221;-9,20510320921106;2,03126496517417;119;5;280;0,05;3;2;"0.5/0.5";100
"CL_UN";0,0234457417557994;1000;94,3;0,00733150734842434;0,35314378524378;0,241162034794909;0,472955378814852;0,00193017814506055;0,0234457417557994;0,0025583562160464;NA;NA;0,0809023270875643;0,0852898514648737;5,42323630884005;2,35855805769415;120;10;15;0,05;3;2;"0.5/0.5";100
"CL_TSP_Gauss";0,00233273632896761;1000;95,4;0,00662449998113065;0,325170591929752;0,210730069945252;0,454263597119942;0,00198249816948984;0,00233273632896761;0,00235278479962953;NA;NA;0,0744015881105221;0,0781056020677787;4,9784071164642;2,34860455479924;120;10;15;0,05;3;2;"0.5/0.5";100
"CL_TSP_Bin";0,00232257286806154;1000;95,4;0,00662449998113065;0,325103758009585;0,210636901610636;0,454526371679654;0,00198388745540515;0,00232257286806154;0,00235147871169881;NA;NA;0,0743602859836668;0,0780920842482358;5,01853672992687;2,34950238794112;120;10;15;0,05;3;2;"0.5/0.5";100
"CL_GC_indv";0,00272636063364934;995;95,678391959799;0,00644641233217977;0,316608782794808;0,211306795299867;0,430518984035911;0,00170521320566946;0,00272636063364934;0,00233246946011691;NA;NA;0,0735745316904305;0,0767169446321424;4,27106074549508;2,33862777705622;120;10;15;0,05;3;2;"0.5/0.5";99,5
"CL_GC_both";0,00221291019027225;984;92,8861788617886;0,00819463228188009;0,315084645003344;0,187857844867336;0,468508115374367;0,00239685096628517;0,00221291019027225;0,00250941315794703;NA;NA;0,0787172149337186;0,0773813750413143;-1,69701112206412;2,21711944120539;120;10;15;0,05;3;2;"0.5/0.5";98,4
"CL_GC_indep_indv";0,0024172541848551;1000;95,4;0,00662449998113065;0,322982165503772;0,211521373975307;0,452721359260375;0,00192837693316283;0,0024172541848551;0,00234189984946072;NA;NA;0,0740573757630132;0,0785186444452139;6,02407071035969;2,37199843178877;120;10;15;0,05;3;2;"0.5/0.5";100
"CL_GC_indep_both";0,00240283582149175;1000;93,2;0,00796090447122687;0,316076994164911;0,190855327187511;0,484960378360497;0,00252841578256701;0,00240283582149175;0,00250429040935024;NA;NA;0,0791926161606218;0,0778833022950395;-1,65332821298219;2,20028915221315;120;10;15;0,05;3;2;"0.5/0.5";100
"CL_TMLE_indv";0,00244421850985927;1000;94,6;0,00714730718522718;0,316278481751438;0,213993126602432;0,429640305567635;0,00177597596039091;0,00244421850985927;0,0024697890192369;NA;NA;0,0781015864086201;0,0764476558697334;-2,11766574142742;2,189841288929;120;10;15;0,05;3;2;"0.5/0.5";100
"CL_TMLE_both";0,00324412942341075;1000;90,9;0,00909499862561837;0,296056900654792;0,184229879923296;0,427561613396805;0,00200670282994708;0,00324412942341075;0,00262253988862699;NA;NA;0,0829319930270561;0,0720575757483194;-13,1124513976036;1,94387048613451;120;10;15;0,05;3;2;"0.5/0.5";100
