"Method";"Mean_RD";"Nb_itt";"Coverage_rate";"MC_CR";"CI_width";"P_025_CIW";"P_975_CIW";"MC_CIW";"Bias_Mean";"MC_bias";"Bias_relative_Mean";"MC_RelativeBias";"Emp_SE";"ModSE";"RE_SE";"MC_RESE";"Scenario";"k";"m";"icc";"nb_cov_indiv";"nb_cov_clus";"Prevalence";"Convergence_rate"
"CL_TSP_Bin";0,0947639558039514;1000;94,6;0,00714730718522718;0,114624250160995;0,0997857392988595;0,128508848323576;0,000233777842043461;-0,00523604419604862;0,000891298208551681;-5,23604419604862;0,00955023356745844;0,0281853241345108;0,0286690861596296;1,71636140429019;2,27558528238592;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_GC_indv";0,0999307323424212;1000;94,3;0,00733150734842434;0,118685378430185;0,106399464605881;0,130944203325943;0,000200002841617252;-6,92676575787893e-05;0,000911028766577717;-0,0692676575787893;0,009116628863772;0,0288092591631947;0,0296986213783244;3,08707075767471;2,30625056237402;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_GC_both";0,100032091770097;1000;94,2;0,00739161687318817;0,116429919497959;0,100162742602141;0,130749700462095;0,000249292662488626;3,20917700969044e-05;0,000917291414202018;0,0320917700969047;0,00916997695703267;0,029007301469953;0,029159545909154;0,524848681145618;2,24892894830073;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_GC_indep_indv";0,0991645203850693;1000;95,7;0,00641490451994416;0,130988633003516;0,112833503447048;0,148218057108776;0,000280569931156422;-0,0008354796149307;0,000996461813710145;-0,835479614930701;0,0100520480431031;0,0315108893270646;0,0328057907867298;4,10937770186348;2,32912168131247;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,0992233975677346;1000;94,6;0,00714730718522718;0,126146774395798;0,103342398867371;0,149315124780311;0,000353525197363016;-0,000776602432265343;0,000995098716335943;-0,776602432265344;0,0100318810580285;0,0314677844033138;0,031644422836959;0,561331015177946;2,2497454232024;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_TMLE_indv";0,0978483662817479;1000;93,8;0,00762600813007697;0,115064562048259;0,102620707062635;0,128353920277958;0,000210213920293482;-0,00215163371825208;0,000912821131279637;-2,15163371825208;0,00935374043496467;0,0288659387117522;0,0287893355239848;-0,265375702943038;2,23125007775025;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_TMLE_both";0,098105725410709;1000;93,7;0,00768316341099159;0,112545297602833;0,0961888774813908;0,128115022744428;0,000250776015751989;-0,00189427458929095;0,000921466870161858;-1,89427458929095;0,00941169148116767;0,0291393409809812;0,028181815440056;-3,28602332341745;2,16367260699771;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,0991170693548019;1000;93,6;0,0077397674383666;0,110581603077859;0,0954766714960248;0,124957247747395;0,000232155721044415;-0,000882930645198073;0,000921059774736591;-0,882930645198072;0,00929684314660467;0,0291264674932924;0,0282721487384573;-2,93313548933404;2,1715673422905;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,0992879384275952;1000;93,6;0,0077397674383666;0,113916095328951;0,101607743183654;0,126939280047706;0,000208531492201104;-0,000712061572404762;0,000918040196176238;-0,712061572404764;0,00924898505343784;0,0290309800350471;0,0291093642269548;0,270001880105619;2,24322748244929;17;30;150;0,05;3;2;"0.5/0.4";100
"CL_UN";0,118699581854587;1000;91;0,00904986187739901;0,123740158721054;0,107324107234908;0,141104342712225;0,000271982629061759;0,0186995818545872;0,000965559777415758;18,6995818545872;0,0100584421592978;0,03053368113679;0,0311521696357988;2,0255942814035;2,28250351243991;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,0952330830849375;1000;95,5;0,00655553201502365;0,115386667412146;0,0990796444743766;0,132910450319751;0,000279780840953445;-0,00476691691506249;0,000895561374741722;-4,76691691506249;0,00952406210667581;0,0283201372865543;0,0290522215434623;2,58503074861689;2,29501915161542;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0952531099069458;1000;95,5;0,00655553201502365;0,115383536256039;0,099094420144961;0,132902272624597;0,000279863263270339;-0,00474689009305416;0,000895483045667759;-4,74689009305416;0,00952029635363879;0,0283176603037469;0,0290514877635809;2,59141275078043;2,29516192917086;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_GC_indv";0,0997738110661352;1000;95,2;0,00675988165576884;0,115501007450137;0,101522353008188;0,130023288904329;0,000224794064298847;-0,000226188933864737;0,000903585303527532;-0,226188933864736;0,00905662020882836;0,0285738761940158;0,0290686334929684;1,73150221409655;2,27592400198958;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_GC_both";0,0997171409899205;1000;95;0,00689202437604511;0,114012968266403;0,0981870848820246;0,131180218367455;0,000255685827903538;-0,000282859010079457;0,000897721833405216;-0,282859010079458;0,00900312803173358;0,0283884569882271;0,0287118519799138;1,13917777151744;2,26267265526021;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_GC_indep_indv";0,099033570017979;1000;94,9;0,00695693898205238;0,123081943839391;0,105198631172337;0,140066597466249;0,000280724026301925;-0,000966429982020938;0,000978347833263025;-0,96642998202094;0,0098836822369073;0,030938074970018;0,0309983502400529;0,194825534857079;2,24154580619448;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,0989245004412643;1000;94,7;0,00708456067798138;0,120093059026383;0,100951401476116;0,140562465878984;0,000325563252556619;-0,00107549955873571;0,000960851318975048;-1,07549955873571;0,009718934740693;0,0303847866073812;0,0302778486177997;-0,35194583053435;2,22931362080196;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_TMLE_indv";0,0978730173391537;1000;94,7;0,00708456067798138;0,115316164778202;0,0997632554974345;0,131738174483904;0,000264186195150607;-0,00212698266084628;0,000923610470281029;-2,12698266084628;0,00946078810806082;0,0292071275686731;0,0290374108606644;-0,58107976421049;2,22418729698099;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_TMLE_both";0,0980220133425024;1000;93,6;0,0077397674383666;0,113582051593667;0,0975078158287903;0,131609876328254;0,000287866380730977;-0,00197798665749756;0,000924732978684118;-1,97798665749756;0,00945466562189182;0,0292426244011375;0,0286174400882987;-2,13792135843459;2,18935788782038;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,0998703559592881;1000;93,2;0,00796090447122687;0,111913666765252;0,0961184165091122;0,129201990534381;0,000270271389583363;-0,000129644040711869;0,00093468458879472;-0,129644040711869;0,00935906913012347;0,0295573219444921;0,0286329800830343;-3,1272855612349;2,16722392754791;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,0999424181591445;1000;94,3;0,00733150734842434;0,114804034082292;0,0992894799769646;0,131556657826201;0,000262795560860504;-5,75818408554696e-05;0,000932116790793425;-0,0575818408554689;0,00932655609360246;0,0294761210419389;0,0293638357582249;-0,38093643174496;2,22866488721006;18;40;50;0,05;3;2;"0.5/0.4";100
"CL_UN";0,120603458025039;1000;93,1;0,00801492358042171;0,367338607854867;0,178203364098371;0,627478152262569;0,00355033828709374;0,0206034580250387;0,00276124577319828;20,6034580250387;0,0238051466087147;0,0873182582281927;0,0832817840528294;-4,62271494790313;2,13388733592003;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,0843260867081705;1000;93,4;0,00785136930732467;0,339104159190312;0,159603575212016;0,615211330724191;0,00355458600903984;-0,0156739132918295;0,00246823916783511;-15,6739132918295;0,0296872833026696;0,0780525758039756;0,0729963210256447;-6,47801142531075;2,09236165144359;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0842723887519581;1000;93,3;0,00790638982089803;0,339034399312953;0,160725557604123;0,615216609419797;0,00355649534922949;-0,0157276112480419;0,00246663468882044;-15,7276112480419;0,0296897430458764;0,0780018377225326;0,0729866697578411;-6,4295510351068;2,09344600458125;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_GC_indv";0,101103786905755;896;94,53125;0,00759587362602737;0,33530320370271;0,148639979360351;0,531261008665173;0,00324505006279853;0,00110378690575537;0,00254884169708026;1,10378690575537;0,0252128503494015;0,0762951389087824;0,0771551940310641;1,12727381401065;2,39032764357983;19;5;25;0,01;3;2;"0.5/0.4";89,6
"CL_GC_both";0,104611083852641;715;91,6083916083916;0,0103690080701301;0,365241687043581;0,137333151748735;0,878465967334356;0,00770043823041869;0,00461108385264075;0,00304529922220774;4,61108385264075;0,0291617773869745;0,0814297295662773;0,0926577523729934;13,7886038262935;3,01321631539872;19;5;25;0,01;3;2;"0.5/0.4";71,5
"CL_GC_indep_indv";0,101576907837186;1000;94,9;0,00695693898205238;0,327934724645981;0,16575977254713;0,547839487357698;0,0031163887074334;0,00157690783718604;0,00237130416374876;1,57690783718604;0,0233502444512576;0,0749872218248697;0,0756817804211055;0,926235936381081;2,25799958608751;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,103917982099448;995;87,9396984924623;0,0103242860402699;0,332432446758266;0,123044925207823;0,778371301116562;0,00575339926260194;0,00391798209944802;0,00264310594225353;3,91798209944802;0,0254648794540419;0,0833731310247255;0,0837034766576183;0,396225533133499;2,25261994707281;19;5;25;0,01;3;2;"0.5/0.4";99,5
"CL_TMLE_indv";0,101780891999053;1000;91,9;0,00862780389206894;0,317306686311147;0,164210824478676;0,553169479020847;0,00299806070969133;0,00178089199905309;0,00266689472255173;1,7808919990531;0,02620836979184;0,0843346160314628;0,0718025406009225;-14,8599424770784;1,90480856130604;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_TMLE_both";0,103457402487527;1000;80,6;0,0125045591685593;0,256919312880403;0,109120327207595;0,478109632316312;0,00295692623682423;0,00345740248752734;0,00299598821927615;3,45740248752735;0,0289793170263303;0,0947414661594462;0,0592779080661221;-37,4319287329165;1,39980747905658;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,108892567309962;1000;83,5;0,0117377595817941;0,277618742543004;0,108852769626752;0,523197610164209;0,00315462412079957;0,00889256730996187;0,00292214927583887;8,89256730996188;0,0269822424799099;0,0924064737466246;0,0639593674030065;-30,7847547798644;1,54852855208924;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,1080069747759;1000;90,2;0,00940191469861325;0,313883463018186;0,153271796177931;0,551236309769764;0,00312368412848182;0,00800697477589967;0,00269407078215645;8,00697477589967;0,0250718013559185;0,0851939984932571;0,0713452297121471;-16,255568497828;1,87359015344737;19;5;25;0,01;3;2;"0.5/0.4";100
"CL_UN";0,121019337248591;1000;91,9;0,00862780389206894;0,175632071360302;0,103761999445775;0,254110749821364;0,00123474592473222;0,0210193372485912;0,00122013990121378;21,0193372485912;0,0120779148068402;0,038584211518884;0,0390102956994463;1,10429671564944;2,26189846851392;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,085414955398004;1000;93,6;0,0077397674383666;0,159319066578747;0,0841186618751054;0,24717081748074;0,00133397334326291;-0,0145850446019959;0,00111909231583307;-14,5850446019959;0,0138907027698378;0,0353888063002502;0,0336758622512031;-4,84035554777942;2,12890479751413;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0854180305953562;1000;93,6;0,0077397674383666;0,159285043870921;0,0846767252519678;0,246939314114756;0,00133354444074784;-0,0145819694046438;0,00111913928077343;-14,5819694046438;0,0138904532857958;0,0353902914620672;0,0336684327693956;-4,86534193852886;2,12834580206869;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_GC_indv";0,101467273297911;995;94,070351758794;0,00748737024270694;0,166538875590454;0,0897037484394172;0,237705018846927;0,00118632634673031;0,00146727329791142;0,00115068035802922;1,46727329791142;0,0113499541917382;0,0362966246353912;0,0377266467300119;3,93982115137599;2,33117483425209;20;5;280;0,01;3;2;"0.5/0.4";99,5
"CL_GC_both";0,101433597480605;924;89,6103896103896;0,0100378991508629;0,15359921817847;0,0598556944936392;0,323800791732739;0,00219744374347084;0,00143359748060548;0,00125054118469154;1,43359748060548;0,0123376954547224;0,0380131609743177;0,0370178392233733;-2,61836091877974;2,26655910554112;20;5;280;0,01;3;2;"0.5/0.4";92,4
"CL_GC_indep_indv";0,101092209817241;1000;93,2;0,00796090447122687;0,172709450160347;0,0888127344645901;0,267831862107255;0,00145207059072269;0,00109220981724097;0,0011829993890244;1,09220981724098;0,0117072825133741;0,037409725399047;0,039498479906973;5,58345319471176;2,36210913171823;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,101103039526919;993;88,3182275931521;0,0101930679311423;0,152249564228504;0,0552392379201372;0,340856406104058;0,00229947815413838;0,00110303952691858;0,00122403996115641;1,10303952691858;0,0121119204887926;0,0385718279281944;0,0372648360347402;-3,38846241844499;2,16902738555115;20;5;280;0,01;3;2;"0.5/0.4";99,3
"CL_TMLE_indv";0,101558641329379;1000;93,2;0,00796090447122687;0,153762348950371;0,089349856881323;0,222605689402152;0,00109061857889696;0,00155864132937858;0,00115567052142559;1,55864132937858;0,0113900222018069;0,0365455107241929;0,0341670962905924;-6,50808919199459;2,09159285228111;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_TMLE_both";0,10117518331795;1000;82,6;0,0119884944842962;0,116954176728211;0,0516437858929021;0,214094461923276;0,00127185381516183;0,00117518331794955;0,00123624745658281;1,17518331794955;0,0122245359897958;0,0390935771439178;0,0268147872345134;-31,4087141839225;1,53451911253524;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,10591370920833;1000;85,6;0,0111024321659716;0,1257813900807;0,0548967081875034;0,210108896006532;0,00124795940576606;0,00591370920832982;0,00123470973800143;5,91370920832982;0,0118068858473848;0,0390449502127429;0,0285821481482559;-26,7968124110254;1,63769573166668;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,105259144002938;1000;92;0,00857904423581089;0,152761338805213;0,087994666902458;0,22159563455178;0,00110810220889828;0,0052591440029385;0,00118331297098952;5,2591440029385;0,0113643735651508;0,0374196417314762;0,0339819173684672;-9,18695156858577;2,03166167903515;20;5;280;0,01;3;2;"0.5/0.4";100
"CL_UN";0,117605336908312;1000;94,1;0,00745110730026082;0,301204752976782;0,195660594320208;0,41953545775901;0,00184569641000288;0,017605336908312;0,00238208887138141;17,605336908312;0,021006864353161;0,0753282642250515;0,0730160458844447;-3,06952292661199;2,16854721883376;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,0869708057157369;1000;95,1;0,00682634602111555;0,280966289582554;0,18057997514752;0,406015681180357;0,00182040670283122;-0,0130291942842631;0,00218723260061931;-13,0291942842631;0,0254846500163302;0,0691663679053044;0,0676438660480157;-2,20121701254161;2,18797021802283;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0869322664901046;1000;95,1;0,00682634602111555;0,280961613827823;0,180694239800413;0,40617851729072;0,00182073691663502;-0,0130677335098954;0,00218712979036723;-13,0677335098954;0,0254964597581365;0,0691631167596704;0,0676432795636771;-2,19746776489911;2,18805410046766;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_GC_indv";0,098709487845675;967;93,58841778697;0,00787735509885912;0,259147388199688;0,154109922140773;0,360854309551098;0,00163623783393749;-0,00129051215432492;0,0020446512690426;-1,29051215432492;0,0207179882948699;0,0635817509290332;0,0630881822316855;-0,776274151208267;2,25743854854965;21;10;15;0,01;3;2;"0.5/0.4";96,7
"CL_GC_both";0,0990666375989312;907;92,9437706725469;0,00850340460010764;0,26079025098113;0,148011473274961;0,408718147630124;0,00219610179716651;-0,000933362401068732;0,00223583231955116;-0,93336240106873;0,0225711036581691;0,0673353114506989;0,064269997227563;-4,55231312827625;2,24230480775149;21;10;15;0,01;3;2;"0.5/0.4";90,7
"CL_GC_indep_indv";0,098831749619605;1000;93,8;0,00762600813007697;0,259395676804161;0,170354496546058;0,373439094360403;0,00163631238604561;-0,00116825038039501;0,00198805266747333;-1,16825038039501;0,0201189219241575;0,0628677453758906;0,0631864066570358;0,506875631120418;2,24854980436675;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,0987979059248318;1000;92,9;0,00812151463706124;0,257705251976309;0,154814122649076;0,411163207212088;0,00212761250894872;-0,00120209407516823;0,00211272681811141;-1,20209407516824;0,0213877097478129;0,0668102881895233;0,063624390956118;-4,76857280478689;2,13056249854405;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_TMLE_indv";0,098886626178049;1000;92,4;0,00837997613361756;0,271061208366026;0,176741190543687;0,380315908542432;0,00164121406535425;-0,00111337382195097;0,00230547083356243;-1,11337382195097;0,023316944432616;0,0729053891314426;0,0656807323008063;-9,9096334533114;2,01551083847421;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_TMLE_both";0,0985695050068195;1000;89;0,00989444288477123;0,254420383365083;0,156954396031737;0,375957794141456;0,00175839023150226;-0,00143049499318044;0,00246803086379635;-1,43049499318044;0,0250425729800094;0,0780459886518927;0,0619775493207138;-20,5884243491984;1,7766053777478;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,104467251186274;1000;89,3;0,00977501918156686;0,257538576941831;0,160395064599066;0,36333040324767;0,001698503895722;0,00446725118627376;0,00241882009860072;4,46725118627376;0,023196957978054;0,0764898076177135;0,0626092764353838;-18,146902985693;1,83122582328362;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,103870767971996;1000;92,2;0,00848033018225116;0,272241865702412;0,172938514509377;0,382947067625162;0,00169000838216444;0,00387076797199645;0,00233879173699683;3,87076797199645;0,0225496409965157;0,0739590886169149;0,0660264158782291;-10,7257578304872;1,99725373341361;21;10;15;0,01;3;2;"0.5/0.4";100
"CL_UN";0,118979852427389;1000;91,3;0,00891240708226459;0,122665167853236;0,0887196944415961;0,166403510267317;0,000608239498440012;0,0189798524273888;0,000955887978571889;18,9798524273888;0,0100302150776908;0,030227832002614;0,029549528018227;-2,24397166269923;2,18698645854559;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,0885203781263815;1000;91,4;0,00886588969026797;0,109911410700558;0,0739271317039231;0,151257743343758;0,000635354750598818;-0,0114796218736185;0,000873602510435112;-11,4796218736185;0,0105160537623133;0,0276257370261597;0,0263528005013585;-4,60779208748642;2,13410325312653;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0885275047480272;1000;91,5;0,00881901355027874;0,109913410313546;0,0739923201439712;0,151158882596207;0,000635614905445349;-0,0114724952519727;0,000873771475045668;-11,4724952519727;0,01051632090329;0,0276310801562929;0,026353613085343;-4,62329761892758;2,13375636647313;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_GC_indv";0,0997775621314076;1000;94,3;0,00733150734842434;0,1142868562053;0,0808091558993906;0,148872631021878;0,000530344728843709;-0,000222437868592326;0,000882096140059783;-0,222437868592326;0,00884090641353098;0,0278943291783181;0,0275939516172073;-1,07684095642012;2,21309687274303;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_GC_both";0,0989335127962795;997;91,8756268806419;0,0086526175639195;0,105615954683423;0,0597343081173244;0,16176297996456;0,000829333905180865;-0,00106648720372053;0,000872144407191518;-1,06648720372053;0,00882193449133584;0,0275382272376865;0,025993662789202;-5,60880130428556;2,1148879667507;22;10;200;0,01;3;2;"0.5/0.4";99,7
"CL_GC_indep_indv";0,100044570726048;1000;93,2;0,00796090447122687;0,119871309522427;0,0786703791283916;0,165929091336579;0,00067384663335583;4,45707260477135e-05;0,000916565962688337;0,0445707260477138;0,00916158709842518;0,0289843606788005;0,0290844006783267;0,345151651384601;2,24491029137993;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,0990328036490068;1000;91,2;0,00895857131466843;0,107457186936322;0,0609941571397005;0,17128656702995;0,000937951374568256;-0,000967196350993136;0,000882637163992165;-0,967196350993137;0,00891782546207673;0,027911437857268;0,0266293191271592;-4,59352447790483;2,13442484870252;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_TMLE_indv";0,0993597899089285;1000;93,5;0,0077958322198467;0,110821593943716;0,0804893384678723;0,14859560260268;0,000538186039528201;-0,000640210091071514;0,000904922912236173;-0,640210091071514;0,00910978862768066;0,0286161750953896;0,0266834011002268;-6,754131146878;2,08608528007701;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_TMLE_both";0,0989512119720106;1000;90,1;0,00944452222190196;0,0991258807959666;0,0637709042954398;0,141887518856465;0,000657819556091286;-0,00104878802798941;0,000914766788105579;-1,04878802798941;0,00925057760045666;0,0289274657829025;0,0241044024485934;-16,6729549366877;1,86418287697156;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,101790538820941;1000;90,2;0,00940191469861325;0,100186153068767;0,0652025483234106;0,139644657499183;0,000605804581460377;0,00179053882094075;0,000938130633110862;1,79053882094075;0,00923367944735412;0,029666295434061;0,0242749362875887;-18,1733481298858;1,83061605526564;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,102274360505272;1000;93,3;0,00790638982089803;0,111110111558145;0,0795176174616789;0,149880163514332;0,000545056632792719;0,00227436050527158;0,000930134625701345;2,27436050527158;0,00912292718195198;0,0294134394780444;0,0267591426541401;-9,02409534894961;2,03530194155135;22;10;200;0,01;3;2;"0.5/0.4";100
"CL_UN";0,118144644981353;1000;93,8;0,00762600813007697;0,247388779198496;0,190324094699588;0,303458239636083;0,000938714090909345;0,018144644981353;0,00198240335316903;18,1446449813531;0,0177343184313098;0,0626890983716929;0,0615397981120768;-1,83333352922354;2,19617898219096;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,0932388063733409;1000;93,9;0,00756828910652864;0,233444666828506;0,175566257410243;0,293711654830801;0,000954999557923001;-0,00676119362665911;0,00186936136914163;-6,76119362665911;0,0201629726012683;0,0591143969641837;0,0580318342610986;-1,83130127123008;2,19622429290391;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0932523490572635;1000;93,9;0,00756828910652864;0,233419787199035;0,175671771559111;0,293562227577537;0,000955018312063332;-0,00674765094273643;0,00186880380863899;-6,74765094273643;0,0201536777575632;0,0590967653529665;0,058025769901879;-1,81227423310019;2,19664996752199;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_GC_indv";0,0986031783777718;989;94,0343781597573;0,00753135367502484;0,208377898712785;0,151406304271991;0,264140581145942;0,000898379377174407;-0,00139682162222813;0,00167541822752509;-1,39682162222813;0,0169973337141326;0,052689172972395;0,0519808893970209;-1,34426777916062;2,2193710721975;23;20;10;0,01;3;2;"0.5/0.4";98,9
"CL_GC_both";0,0993128650280082;969;92,4664602683178;0,00847870976782892;0,207787576506011;0,142760100275734;0,277716984571568;0,00106718574333176;-0,000687134971991836;0,00175027745220645;-0,687134971991834;0,0176252580845237;0,0544839752014436;0,0520157729240212;-4,53014352990355;2,16977716129714;23;20;10;0,01;3;2;"0.5/0.4";96,9
"CL_GC_indep_indv";0,0985583123624821;1000;94,8;0,00702111102319284;0,209468183394225;0,158928850153049;0,267682978675181;0,000905799785398893;-0,00144168763751788;0,00165213457197801;-1,44168763751787;0,0167692206576867;0,0522450824855791;0,0522609849638639;0,0304382298357053;2,23787387586006;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,0991515138635106;1000;93,2;0,00796090447122687;0,208033366922754;0,150356771919544;0,280707460942551;0,00102722674838413;-0,000848486136489419;0,00170552271481064;-0,848486136489423;0,0172032713882457;0,053933363799554;0,0520474247910254;-3,49679470306699;2,15896467951778;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_TMLE_indv";0,0990795781034696;1000;93;0,00806845710157772;0,229245167525453;0,175360339656389;0,284722353675205;0,000894275127859159;-0,000920421896530395;0,0019238111580157;-0,920421896530396;0,0194190119327145;0,0608362504737572;0,0570494418286856;-6,22459243556621;2,09793689202009;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_TMLE_both";0,0999679803081365;1000;91,7;0,00872416185085994;0,225269039387149;0,164953072152896;0,296192617994071;0,00103784396249838;-3,20196918635114e-05;0,00197567881526581;-0,0320196918635073;0,0197631188380516;0,06247644981183;0,0562254292663319;-10,0054029387476;2,01335505515465;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_Balzer";0,104459665980261;1000;91,7;0,00872416185085994;0,223984374656513;0,168815124856235;0,281229333306961;0,000932388834650385;0,00445966598026122;0,00197676640385564;4,45966598026122;0,0189762580557372;0,0625108423828406;0,055798116297437;-10,7384988419965;1,99695245178021;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_TMLE_APS_indv_Balzer";0,103715324027342;1000;93,5;0,0077958322198467;0,231060772108889;0,174070014212758;0,286899707890948;0,000906053966127953;0,0037153240273419;0,00194195731867907;3,7153240273419;0,0187607805016234;0,0614100824585932;0,0575057669285434;-6,35777607477138;2,09495749807019;23;20;10;0,01;3;2;"0.5/0.4";100
"CL_UN";0,118935922455857;1000;87,3;0,0105295299040366;0,0898560936642078;0,0727021437171864;0,112236906723514;0,000321845436323757;0,0189359224558574;0,000696727684823561;18,9359224558574;0,0083790856465672;0,0220324639293838;0,0223350957626843;1,37357235337101;2,26791656320302;24;20;150;0,01;3;2;"0.5/0.4";100
"CL_TSP_Gauss";0,0934328737855257;1000;93,9;0,00756828910652864;0,0810409199067555;0,062235542055983;0,104227398643673;0,000325260927868501;-0,00656712621447431;0,000631854401237002;-6,56712621447431;0,00707464135487744;0,0199809905751084;0,0201396948258544;0,794276190409149;2,25495660035502;24;20;150;0,01;3;2;"0.5/0.4";100
"CL_TSP_Bin";0,0934467797095454;1000;94;0,00750999334220744;0,0810411372600932;0,0621752102036192;0,104168752655531;0,000325388357627826;-0,00655322029045456;0,000631852520398882;-6,55322029045457;0,00707236908617673;0,0199809310977847;0,0201398729715659;0,795467803794425;2,25498325928831;24;20;150;0,01;3;2;"0.5/0.4";100
"CL_GC_indv";0,0995472420496317;1000;95,4;0,00662449998113065;0,082707387900335;0,0666937024947191;0,0987701286407269;0,000265191118710899;-0,000452757950368292;0,000643029641107427;-0,452757950368292;0,00646113061683454;0,0203343826890011;0,0205496124938977;1,05845261293835;2,26086661112956;24;20;150;0,01;3;2;"0.5/0.4";100
"CL_GC_both";0,0998052495570239;1000;93,9;0,00756828910652864;0,0776204266235785;0,0564592573990565;0,0978115017745464;0,000340329736399671;-0,000194750442976059;0,000612592767511605;-0,194750442976059;0,00613819049186904;0,0193718842348267;0,0193707870795353;-0,00566364777980777;2,23706046151405;24;20;150;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_indv";0,0995766155744009;1000;95,6;0,00648567652600714;0,0867454915596633;0,0667958009027797;0,108120771769679;0,00033173723262481;-0,00042338442559905;0,000658762175312869;-0,42338442559905;0,00661698730193347;0,0208318891035581;0,0215991684836563;3,68319635479992;2,31958717188161;24;20;150;0,01;3;2;"0.5/0.4";100
"CL_GC_indep_both";0,0997384524358588;1000;94,1;0,00745110730026082;0,0796780540307626;0,0563878895087106;0,107511906660275;0,000405753869554146;-0,000261547564141155;0,000624568145359136;-0,261547564141155;0,00626260644423026;0,0197505789332199;0,0199495520151156;1,00742911166507;2,25972540195929;24;20;150;0,01;3;2;"0.5/0.4";100
